Listid,Listname,Published,Sectorcode,Status,Competitorid,Fiscode,Lastname,Firstname,Nationcode,Gender,Birthdate,Skiclub,Nationalcode,Competitorname,Birthyear,Calculationdate,DHpoints,DHpos,DHSta,SLpoints,SLpos,SLSta,GSpoints,GSpos,GSSta,SGpoints,SGpos,SGSta,ACpoints,ACpos,ACSta
331,"6th FIS points list 2021/2022",1,AL,O,207870,235330,KYRITSI,Aristi,GRE,W,1999-07-07,"SXO Esperos Kalamarias",19620034,"KYRITSI Aristi",1999,28-09-2021,,,,166.25,1881,*,183.56,1997,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,250677,235373,KYRIZOPOULOU,Evelina,GRE,W,2003-12-01,"EOS Katerinis",GRE,"KYRIZOPOULOU Evelina",2003,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,252297,156058,KYSELOVA,Adela,CZE,W,2004-11-08,,,"KYSELOVA Adela",2004,28-09-2021,,,,103.22,1290,*,138.51,1725,*,135.67,838,*,307.58,763,*
331,"6th FIS points list 2021/2022",1,AL,O,256932,10000103,"LA GRASSA",Francesco,ITA,M,2004-03-26,"S.C. 5 CIME A.S.D.",ITA658071,"LA GRASSA Francesco",2004,28-09-2021,,,,90.99,1670,*,77.41,1432,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,262027,6537531,LAAKSO,Paige,USA,W,2005-04-17,"Park City Ski and Snowboard",6447904,"LAAKSO Paige",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,240363,180914,LAAKSO,Teemu,FIN,M,2003-06-10,"Helsinki Ski Club",FIN,"LAAKSO Teemu",2003,28-09-2021,148.31,874,*,73.01,1208,*,65.05,1077,*,93.11,768,*,170.33,807,*
331,"6th FIS points list 2021/2022",1,AL,O,240505,795003,LAAMIRI,Manar,MAR,W,2003-04-13,"SKI CLUB ISMAILIA",MAR,"LAAMIRI Manar",2003,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,263514,6533895,LABANOWSKI,Jake,USA,M,2005-10-05,"Killington Mountain School",6578121,"LABANOWSKI Jake",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,230223,155998,LABASTOVA,Alena,CZE,W,2002-01-04,,,"LABASTOVA Alena",2002,28-09-2021,73.29,195,*,62.23,631,*,61.99,744,*,53.37,196,*,125.60,330,*
331,"6th FIS points list 2021/2022",1,AL,O,261201,207026,LABOWSKI,Sina,GER,W,2005-06-16,"SC Mahlstetten",,"LABOWSKI Sina",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,233943,555070,LACE,Karlina,LAT,W,2002-04-03,"Sk Ziemelpols",,"LACE Karlina",2002,28-09-2021,111.08,363,*,142.10,1711,*,144.53,1767,*,126.39,792,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,261255,516808,LACHAT,Isaline,SUI,W,2005-04-28,Chasseral-Dombresson,SUI,"LACHAT Isaline",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,195186,197931,LACHEB,Kenza,FRA,W,1998-07-13,"SC COMBLOUX",2620727,"LACHEB Kenza",1998,28-09-2021,275.61,715,*,29.19,135,*,40.31,299,*,90.76,513,*,129.10,343,*
331,"6th FIS points list 2021/2022",1,AL,O,237349,520232,LACIN,"Ibrahim Ethem",TUR,M,2000-05-05,,,"LACIN Ibrahim Ethem",2000,28-09-2021,,,,,,,177.86,3083,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,262033,6533786,LACKEY,Jack,USA,M,2005-06-20,"Mammoth Mountain Ski  Snowboard Club",6724265,"LACKEY Jack",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,212783,54596,LACKNER,Philipp,AUT,M,2000-01-31,,,"LACKNER Philipp",2000,28-09-2021,34.38,121,*,161.73,2801,*,43.94,515,*,27.78,100,*,97.31,350,*
331,"6th FIS points list 2021/2022",1,AL,O,263835,6191592,LACOSTE,Pierre,FRA,M,2005-03-11,"SKI CLUB LES HOUCHES",2663540,"LACOSTE Pierre",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,228802,198246,LACREUSE,Emma,FRA,W,2002-10-10,"Cs Les Saisies",2644379,"LACREUSE Emma",2002,28-09-2021,134.35,454,*,97.80,1219,*,88.12,1183,*,115.83,717,*,268.92,706,*
331,"6th FIS points list 2021/2022",1,AL,O,261712,516834,LAEUBLI,Aisha,SUI,W,2005-08-18,Beckenried/Klewenalp,SUI,"LAEUBLI Aisha",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,253446,6533540,LAFLEUR,Wil,USA,M,2004-08-30,"Meadows Race Team",6850924,"LAFLEUR Wil",2004,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,263836,6191593,LAFONT,Adrian,FRA,M,2005-07-11,"SKI CLUB DE COMBLOUX",2670219,"LAFONT Adrian",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,262692,198441,LAFORCE,Hindy-Loo,FRA,W,2005-05-02,"CLUB DES SPORTS DE TIGNES",2685830,"LAFORCE Hindy-Loo",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,106192,92539,LAFTCHIEV,Hristo,BUL,M,1968-06-08,"Dragalevtsi 05",BUL,"LAFTCHIEV Hristo",1968,28-09-2021,,,,794.97,3795,*,684.72,3850,*,999.99,2430,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,240157,6294592,LAGANA,Francesco,ITA,M,2003-01-06,"S.C. ALLEGHE A.S.D.",ITA45804,"LAGANA Francesco",2003,28-09-2021,,,,136.93,2530,*,110.45,2192,*,137.29,1369,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,245183,6294644,LAGANA,Riccardo,ITA,M,2003-10-22,"GOLDEN TEAM CECCARELLI CENTER OF EXCELLENCE S.S.D. R.L.",ITA47412,"LAGANA Riccardo",2003,28-09-2021,,,,106.57,2022,*,127.95,2531,*,191.94,1847,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,246557,6294710,LAGEDER,Manuel,ITA,M,2003-08-21,"A.S.V. T.Z. UEBERTSCH-UNTERLAND",ITA47040,"LAGEDER Manuel",2003,28-09-2021,,,,112.92,2147,*,106.62,2109,*,98.71,856,*,177.13,836,*
331,"6th FIS points list 2021/2022",1,AL,O,262105,507352,LAGERSTRAND,Esther,SWE,W,2005-09-24,"Vaest Alpin SK",Sweden,"LAGERSTRAND Esther",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,194734,6190547,LAGIER,Jeremie,FRA,M,1998-01-16,"CS SAISIES",2620865,"LAGIER Jeremie",1998,28-09-2021,187.71,1070,*,28.26,174,*,26.07,141,*,53.84,276,*,56.47,107,*
331,"6th FIS points list 2021/2022",1,AL,O,263506,198450,LAHET,Hortense,FRA,W,2005-07-24,"SKI CLUB PIAU",2671967,"LAHET Hortense",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,174540,54340,LAHNSTEINER,Maximilian,AUT,M,1996-08-16,"ASVOE SC VB Ebensee - Oberoesterrei",,"LAHNSTEINER Maximilian",1996,28-09-2021,20.72,66,*,117.48,2229,*,25.84,134,*,17.62,48,*,44.71,64,*
331,"6th FIS points list 2021/2022",1,AL,O,259970,265082,"LAHOUTI ASHKEVARI",Mona,IRI,W,1984-02-28,,,"LAHOUTI ASHKEVARI Mona",1984,28-09-2021,,,,511.25,2440,*,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,260841,365035,LAIDEBEUR,Halina,LUX,W,2005-06-08,Hiversport,LUX,"LAIDEBEUR Halina",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,173502,40577,LAIDLAW,Harry,AUS,M,1996-03-01,,,"LAIDLAW Harry",1996,28-09-2021,,,,236.73,3294,*,27.34,158,*,82.97,618,*,194.94,906,*
331,"6th FIS points list 2021/2022",1,AL,O,222612,155965,LAIN,Viktorie,CZE,W,2001-07-17,,,"LAIN Viktorie",2001,28-09-2021,,,,105.19,1328,*,112.39,1497,*,177.47,1025,*,322.78,775,*
331,"6th FIS points list 2021/2022",1,AL,O,210853,390044,LAINE,Tormis,EST,M,2000-08-06,"A.B.G.Westliches Mittelgebirge","AL 30","LAINE Tormis",2000,28-09-2021,,,,23.72,126,*,35.82,297,*,97.25,835,*,97.93,356,*
331,"6th FIS points list 2021/2022",1,AL,O,222345,512487,LAINO,Peter,SUI,M,2001-10-02,Laax,SUI,"LAINO Peter",2001,28-09-2021,,,,82.87,1479,*,75.28,1373,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,33582,620035,LAL,Hira,IND,M,1980-11-26,"Himachal Pradesh",,"LAL Hira",1980,28-09-2021,,,,,,,483.74,3770,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,263589,6191562,LALEVE,Damien,FRA,M,2005-12-08,"S.C LUCHON SUPERBAGNERES",2679395,"LALEVE Damien",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,263896,198498,LALIRE,Marie,FRA,W,2005-09-04,"CLUB DES SPORTS COURCHEVEL",2665890,"LALIRE Marie",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,253179,405213,LAM,Noa,NED,W,2004-05-16,G-Force,NED,"LAM Noa",2004,28-09-2021,,,,107.69,1361,*,125.88,1619,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,207409,895002,LAMA,Sangita,NEP,W,1999-07-18,,NEP,"LAMA Sangita",1999,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,253023,6191468,LAMASA,Giorgio,FRA,M,2004-04-05,"SSC VALLOIRE",2669975,"LAMASA Giorgio",2004,28-09-2021,,,,168.30,2883,*,99.47,1962,*,130.38,1296,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,254227,65149,LAMBERT,Maureen,BEL,W,2004-09-08,"Racing Team Wallonie Belgium",,"LAMBERT Maureen",2004,28-09-2021,,,,347.34,2355,*,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,252958,6191430,LAMBERTI,Mathieu,FRA,M,2004-01-04,"C.S ORCIERES MERLETTE",2668877,"LAMBERTI Mathieu",2004,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,263253,6296608,LAMBERTINI,Caterina,ITA,W,2005-04-09,"S.C. SKI COLLEGE LIMONE A.D.",ITA51094,"LAMBERTINI Caterina",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,220602,198135,LAMBORAY,Tea,FRA,W,2001-09-20,"SC ORRES EMBRUN",2645942,"LAMBORAY Tea",2001,28-09-2021,144.17,482,*,37.56,217,*,33.65,196,*,95.08,546,*,145.81,400,*
331,"6th FIS points list 2021/2022",1,AL,O,172523,790025,LAMHAMEDI,Adam,MAR,M,1995-04-22,,,"LAMHAMEDI Adam",1995,28-09-2021,,,,112.92,2147,*,122.42,2428,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,186948,790026,LAMHAMEDI,Sami,MAR,M,1997-09-20,,,"LAMHAMEDI Sami",1997,28-09-2021,,,,47.52,567,*,43.65,502,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,261783,156115,LAMOSOVA,Karolina,CZE,W,2005-09-15,,,"LAMOSOVA Karolina",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,256446,10000063,LAMP,Emanuel,ITA,M,2004-04-19,"AMATEURSPORTCLUB GSIESERTAL",ITA48524,"LAMP Emanuel",2004,28-09-2021,,,,73.86,1230,*,86.20,1655,*,116.05,1116,*,202.02,929,*
331,"6th FIS points list 2021/2022",1,AL,O,220926,198176,LAMURE,Marie,FRA,W,2001-07-14,"CS COURCHEVEL",2638725,"LAMURE Marie",2001,28-09-2021,,,,33.44,169,*,51.13,518,*,100.19,593,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,228946,502536,LANDER,Linus,SWE,M,2002-12-06,"Sunne Alpina",SWE,"LANDER Linus",2002,28-09-2021,,,,56.49,800,*,79.10,1464,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,230020,516671,LANDIS,Kristina,SUI,W,2002-06-04,Obersaxen,SUI,"LANDIS Kristina",2002,28-09-2021,,,,129.92,1598,*,125.65,1616,*,196.58,1095,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,261671,512665,LANDOLT,Dominik,SUI,M,2005-06-26,"SSC Elm",SUI,"LANDOLT Dominik",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,205230,422683,LANDSHOLM,Andreas,NOR,M,1999-10-01,"Narvik Slalomklubb",18,"LANDSHOLM Andreas",1999,28-09-2021,245.01,1216,*,88.31,1604,*,147.60,2801,*,177.38,1734,*,242.45,1066,*
331,"6th FIS points list 2021/2022",1,AL,O,174483,422519,LANDSHOM,Jonas,NOR,M,1996-12-06,"Narvik Slalomklubb",18,"LANDSHOM Jonas",1996,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,239658,151387,LANDSMANN,Martin,CZE,M,2003-07-14,,,"LANDSMANN Martin",2003,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,260414,507297,LANDSTROEM,Moa,SWE,W,2005-09-16,"Vaesteras Slalomklubb",SWEDEN,"LANDSTROEM Moa",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,237919,502568,LANDSTROEM,Simon,SWE,M,2003-05-29,"Vaesteras SLK",SWE,"LANDSTROEM Simon",2003,28-09-2021,,,,105.48,1998,*,111.39,2205,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,253781,6533566,LANDSTROM,"J D",USA,M,2004-09-21,"Team Gilboa Ski Club of MN Inc.",6439848,"LANDSTROM J D",2004,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,173324,6531506,LANE,Colby,USA,M,1996-03-11,"University of Denver Ski Team",6005763,"LANE Colby",1996,28-09-2021,986.97,1418,*,30.31,200,*,37.05,322,*,251.81,2137,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,194518,6532089,LANE,Tristan,USA,M,1998-05-06,"University of Denver Ski Team",6073373,"LANE Tristan",1998,28-09-2021,38.83,139,*,47.81,575,*,38.64,361,*,34.89,142,*,60.75,135,*
331,"6th FIS points list 2021/2022",1,AL,O,213056,6532682,LANG,Charlie,USA,M,2000-10-14,"Middlebury College Ski Team",6235099,"LANG Charlie",2000,28-09-2021,,,,41.83,431,*,56.29,855,*,107.81,995,*,999.99,1298,*
331,"6th FIS points list 2021/2022",1,AL,O,238513,512556,LANG,Jlian,SUI,M,2003-04-09,Engelberg,SUI,"LANG Jlian",2003,28-09-2021,126.58,755,*,120.36,2281,*,89.73,1739,*,109.22,1014,*,187.21,876,*
331,"6th FIS points list 2021/2022",1,AL,O,253203,108541,LANG,Polly,CAN,W,2004-12-10,NATC,CAN,"LANG Polly",2004,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,222497,422758,LANGAARD,Mons,NOR,M,2001-01-18,"Il Heming",03,"LANGAARD Mons",2001,28-09-2021,675.20,1345,*,52.10,696,*,33.33,250,*,232.58,2060,*,999.99,1298,*
331,"6th FIS points list 2021/2022",1,AL,O,263837,198483,LANGARD,Manon,FRA,W,2005-08-02,"CLUB SPORTIF BOGEVE",2669901,"LANGARD Manon",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,230135,516679,LANGENEGGER,Nadine,SUI,W,2002-05-06,"SC Ulisbach",SUI,"LANGENEGGER Nadine",2002,28-09-2021,103.28,329,*,82.73,986,*,60.21,702,*,76.12,374,*,122.70,316,*
331,"6th FIS points list 2021/2022",1,AL,O,220170,6293759,LANGHI,Matteo,ITA,M,2001-04-10,"S.C. AGOSTINO BRONZI A.S.D.",ITA42940,"LANGHI Matteo",2001,28-09-2021,,,,145.13,2637,*,116.09,2286,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,230767,221528,LANGMUIR,Calum,GBR,M,2002-11-04,Atc,GBR,"LANGMUIR Calum",2002,28-09-2021,,,,58.83,852,*,55.97,842,*,106.01,967,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,225312,6295669,LANI,Federica,ITA,W,2001-02-19,"GRUPPO SCIATORI FIAMME GIALLE",ITA42743,"LANI Federica",2001,28-09-2021,64.56,161,*,132.53,1622,*,43.36,359,*,51.43,190,*,116.43,287,*
331,"6th FIS points list 2021/2022",1,AL,O,249617,180921,LANKINEN,Olli,FIN,M,2003-02-18,"Lahden Hiihtoseura",FIN,"LANKINEN Olli",2003,28-09-2021,137.69,813,*,81.25,1432,*,80.72,1502,*,105.37,950,*,185.63,866,*
331,"6th FIS points list 2021/2022",1,AL,O,252160,6537238,LANTZ,Georgia,USA,W,2004-09-16,"Alyeska Ski Club",6603658,"LANTZ Georgia",2004,28-09-2021,,,,103.86,1301,*,98.92,1331,*,195.83,1092,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,252253,516757,LANZ,Chiara,SUI,W,2004-06-03,Schoenried,SUI,"LANZ Chiara",2004,28-09-2021,85.21,244,*,66.53,715,*,79.73,1049,*,96.51,565,*,118.95,297,*
331,"6th FIS points list 2021/2022",1,AL,O,261895,56703,LANZINGER,Klara,AUT,W,2005-02-18,"SC Maria Alm",,"LANZINGER Klara",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,155901,539927,LAPANJA,Lila,USA,W,1994-12-03,,5933734,"LAPANJA Lila",1994,28-09-2021,999.99,823,*,17.37,42,*,33.26,189,*,61.91,250,*,86.77,171,*
331,"6th FIS points list 2021/2022",1,AL,O,225727,198199,LAPICOREY,Kyra,FRA,W,2001-12-20,"Sc Peyragudes",2644597,"LAPICOREY Kyra",2001,28-09-2021,,,,101.51,1256,*,119.49,1561,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,239715,780035,LAPIENIS,"Vakaris Jokubas",LTU,M,2003-11-23,"SNOW BEES",,"LAPIENIS Vakaris Jokubas",2003,28-09-2021,,,,141.90,2598,*,156.18,2887,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,257139,6191520,"LAPORTE DESGRANGES",Tom,FRA,M,2003-07-15,"INTER-CLUB MAGLAND DESERT-BLANC",2657482,"LAPORTE DESGRANGES Tom",2003,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,213791,185470,LAPPALAINEN,Netta,FIN,W,2000-11-29,"Kuopio Ski club",FIN,"LAPPALAINEN Netta",2000,28-09-2021,172.32,557,*,73.51,832,*,67.38,840,*,172.11,1006,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,250345,180923,LAPPALAINEN,Roope,FIN,M,2003-07-27,"Joensuun Pujottelijat",FIN,"LAPPALAINEN Roope",2003,28-09-2021,,,,117.06,2222,*,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,246573,701018,LAPPY,Karol,SVK,M,2003-06-13,"FOX Ski Academy",2760,"LAPPY Karol",2003,28-09-2021,,,,131.29,2448,*,119.52,2374,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,246572,701017,LAPPY,Viktor,SVK,M,2003-06-13,"FOX Ski Academy",2761,"LAPPY Viktor",2003,28-09-2021,,,,144.67,2629,*,130.66,2580,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,221350,6191078,LARDON,Thomas,FRA,M,2001-02-13,"SC ALPE HUEZ",2639605,"LARDON Thomas",2001,28-09-2021,232.28,1195,*,42.08,442,*,25.90,137,*,76.70,556,*,107.57,416,*
331,"6th FIS points list 2021/2022",1,AL,O,263719,6191579,LARGE,Diego,FRA,M,2005-12-18,"CLUB DES SPORTS ISOLA 2000",2673606,"LARGE Diego",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,240504,790044,LARHBIB,Achraf,MAR,M,2002-04-11,"SKI CLUB LIONS HEBRI",MAR,"LARHBIB Achraf",2002,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,257446,795009,LARHRIB,Ibtissam,MAR,W,2000-07-30,,,"LARHRIB Ibtissam",2000,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,261231,415259,LARK,Evelyn,NZL,W,2005-02-12,"Mt Hutt Ski Club",,"LARK Evelyn",2005,28-09-2021,,,,458.02,2422,,561.16,2441,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,228368,6536791,LARRABEE,Abigail,USA,W,2002-09-14,,6399080,"LARRABEE Abigail",2002,28-09-2021,186.95,590,*,88.46,1072,*,139.13,1731,*,172.51,1010,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,252830,6191407,LARROUDE,Paul,FRA,M,2004-04-26,CSEBG,2663901,"LARROUDE Paul",2004,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,204886,426277,LARSEN,"Andrea Skaaland",NOR,W,1999-12-25,"Hemsedal Il",06,"LARSEN Andrea Skaaland",1999,28-09-2021,,,,62.77,643,*,53.43,562,*,380.90,1390,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,257027,507294,LARSEN,Ida,SWE,W,2004-09-16,"Gaevle Alpina Klubb",SWEDEN,"LARSEN Ida",2004,28-09-2021,,,,98.25,1221,*,125.97,1621,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,245561,422855,LARSEN,"Mathias Skaaland",NOR,M,2003-07-15,"Hemsedal IL",06,"LARSEN Mathias Skaaland",2003,28-09-2021,182.54,1050,*,63.59,968,*,71.41,1269,*,140.05,1399,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,231696,422808,LARSEN,Nikolai,NOR,M,2002-08-06,"Lillehammer Skiklub",5,"LARSEN Nikolai",2002,28-09-2021,74.78,343,*,87.94,1594,*,58.52,910,*,51.88,246,*,118.82,492,*
331,"6th FIS points list 2021/2022",1,AL,O,213822,422731,LARSEN,"Tellef Fladmark",NOR,M,2000-11-06,"Baerums Skiklub",2,"LARSEN Tellef Fladmark",2000,28-09-2021,73.74,331,*,79.32,1377,*,78.97,1463,*,69.36,455,*,164.91,764,*
331,"6th FIS points list 2021/2022",1,AL,O,258748,6533698,LARSON,Kyle,USA,M,2004-12-19,"Stevens Pass Alpine Club",6489857,"LARSON Kyle",2004,28-09-2021,,,,199.62,3118,*,226.42,3352,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,252315,502660,LARSSON,Albin,SWE,M,2004-05-24,"Saelens IF",Sweden,"LARSSON Albin",2004,28-09-2021,,,,36.25,304,*,48.60,633,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,252282,507281,LARSSON,Ella,SWE,W,2004-05-25,"Aare SLK",Sweden,"LARSSON Ella",2004,28-09-2021,,,,141.40,1704,*,164.73,1905,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,237920,502569,LARSSON,Kasper,SWE,M,2003-12-28,"Saelens IF",SWE,"LARSSON Kasper",2003,28-09-2021,142.99,843,*,97.24,1812,*,68.15,1172,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,261072,507348,LARSSON,Liv,SWE,W,2005-06-22,"Taerna IK Fjaellvinden",Sweden,"LARSSON Liv",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,260502,502686,LARSSON,Mans,SWE,M,2005-08-15,"Saelens IF",Sweden,"LARSSON Mans",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,211168,502391,LARSSON,Mikael,SWE,M,2000-07-14,"Ak Skellefteaa",SWE,"LARSSON Mikael",2000,28-09-2021,999.99,1422,*,58.69,844,*,81.46,1527,*,999.99,2430,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,252233,507273,LARSSON,Tilde,SWE,W,2004-11-08,"Uppsala Slalomklubb",SWEDEN,"LARSSON Tilde",2004,28-09-2021,,,,94.04,1166,*,124.05,1593,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,219680,507064,"LARSSON NATHHORST",Hanna,SWE,W,2001-03-03,"Maelaroearnas Alpina mask",SWE,"LARSSON NATHHORST Hanna",2001,28-09-2021,455.96,777,*,42.92,291,*,47.15,430,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,262110,507356,"LARSSON NATHHORST",Malin,SWE,W,2005-05-26,"Maelaroearnas Alpina Skidklubb",Sweden,"LARSSON NATHHORST Malin",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,219629,502441,LASMARIAS,Anton,SWE,M,2001-03-12,"Djurgaardens If af",SWE,"LASMARIAS Anton",2001,28-09-2021,163.54,956,*,96.20,1790,*,59.67,938,*,123.96,1225,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,225773,700983,LASOK,Adam,SVK,M,2001-01-10,"Sk Kubinska hola",1741,"LASOK Adam",2001,28-09-2021,127.86,761,*,70.07,1130,*,53.61,780,*,56.70,314,*,200.37,924,*
331,"6th FIS points list 2021/2022",1,AL,O,34131,180266,LASSILA,Kalle,FIN,M,1972-05-12,,,"LASSILA Kalle",1972,28-09-2021,291.09,1283,*,484.66,3713,*,490.21,3775,*,308.25,2285,*,837.40,1296,*
331,"6th FIS points list 2021/2022",1,AL,O,238584,206926,LASZLO,Chantal-Isell,GER,W,2003-01-01,"WSV Muenchen",MU,"LASZLO Chantal-Isell",2003,28-09-2021,107.99,350,*,76.65,875,*,43.21,355,*,75.85,369,*,167.97,478,*
331,"6th FIS points list 2021/2022",1,AL,O,254880,675055,LATA,Karolina,KAZ,W,2004-04-03,,,"LATA Karolina",2004,28-09-2021,,,,137.19,1671,*,134.57,1692,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,252416,516762,LATHION,Lea,SUI,W,2004-06-05,"Arpettaz Nendaz",SUI,"LATHION Lea",2004,28-09-2021,134.33,453,*,103.86,1301,*,102.16,1379,*,107.49,655,*,186.88,539,*
331,"6th FIS points list 2021/2022",1,AL,O,260641,6537480,LATHRAM,Kyleena,USA,W,2005-08-03,"Ski and Snowboard Club Vail",6370843,"LATHRAM Kyleena",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,240488,6537149,LATHROP,Chloe,USA,W,2003-05-24,"Rowmark Ski Academy",6312131,"LATHROP Chloe",2003,28-09-2021,,,,80.23,938,*,76.91,1003,*,98.56,585,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,263666,110518,LATORRE,Borja,CHI,M,2004-12-20,"Club Araucarias del Llaima",,"LATORRE Borja",2004,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,262626,6537582,LATSILNIK,Alyona,USA,W,2005-12-12,"Gunstock Ski Club",6385069,"LATSILNIK Alyona",2005,28-09-2021,,,,,,,,,,,,,,,
